PosNum,LCMSplantingID,Accession,Planting,Ozark_Chinquapin,ID,Date.1,sEmerge.1,lEmerge.1,Surv.1,basDia.1,stNum.1,stLeng.1,leafL.1,leafW.1,leafN.1,L.stg.1.1,L.stg.2.1,L.stg.3.1,L.stg.4.1,Notes.1,Date.2,sEmerge.2,lEmerge.2,Surv.2,stNum.2,stLeng.2,basDia.2,leafN.2,leafL.2,leafW.2,Notes.2,Date.3,sEmerge.3,lEmerge.3,sEmergeDate,lEmergeDate,Surv.3,stNum.3,stLeng.3,basDia.3,leafN.3,leafL.3,leafW.3,Notes.3,Date.4,Surv.4,stNum.4,stLeng.4,basDia.4,leafN.4,leafL.4,leafW.4,Notes.4,Date.5,Surv.5,stNum.5,stLeng.5,basDia.5,leafN.5,leafL.5,leafW.5,Notes.5
462,2024-0264-10,2024-0264,10,T,61 - 10,5/3/24,Y,Y,Y,1.67,1,6.3,5.6,3.6,4,Y,Y,Y,Y,Curled leaf measured,6/13/24,Y,Y,Y,1,7.7,2.2,6,6.7,3.3,,7/12/24,Y,Y,2/28/24,4/1/24,Y,1,7.7,2.39,6,6.7,3.3,,8/15/24,Y,1,10.9,3.09,12,6.5,3.4,,9/17/24,Y,1,12.8,2.7,12,8.3,3.9,
463,2024-0237-9,2024-0237,9,T,13 - 9,5/3/24,Y,Y,Y,2.12,1,4.5,3.6,1.9,3,Y,Y,N,N,Curled leaf measured,6/13/24,Y,Y,Y,1,7,2.66,5,7.1,4.2,,7/12/24,Y,Y,3/18/24,4/22/24,Y,1,7.3,2.73,5,6.9,3,,8/15/24,Y,1,7.6,3.2,5,7,3.2,,9/17/24,Y,1,8.5,3.81,11,11.8,5.9,
464,2024-0276-21,2024-0276,21,T,107 - 21,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
465,2024-0252-4,2024-0252,4,T,35 - 4,5/3/24,Y,Y,Y,2.16,1,3,NA,NA,0,Y,Y,N,N,"All leaves dead, 3 resprouting stems",6/13/24,Y,Y,Y,1,7.5,2.7,7,3,2.2,,7/12/24,Y,Y,3/18/24,4/8/24,Y,1,8.7,2.35,10,8.6,3.6,,8/15/24,Y,1,10,3.27,10,8.4,3.6,,9/17/24,Y,1,10.4,3.68,10,8.1,3.6,
466,2024-0236-4,2024-0236,4,T,12 - 4,5/3/24,Y,Y,Y,2.09,1,6,5.7,2.4,4,Y,N,Y,Y,Curled leaf measured,6/13/24,Y,Y,Y,1,7.5,2.93,6,8.2,3.8,,7/12/24,Y,Y,2/13/24,3/18/24,Y,1,7.1,3.54,6,7.8,3.3,,8/15/24,Y,1,7.5,4.03,17,7.6,3.3,,9/17/24,Y,1,8.6,4.47,21,9.2,4.2,
467,2024-0242-4,2024-0242,4,T,22 - 4,5/3/24,Y,Y,Y,2.32,1,10.8,11.2,5.2,10,Y,N,Y,N,,6/13/24,Y,Y,Y,1,12.2,3.37,11,11.5,5.5,,7/12/24,Y,Y,2/13/24,2/28/24,Y,1,11.6,3.56,11,10.9,4.7,,8/15/24,Y,1,12.3,3.7,10,10.9,5.3,Leaf speckling,9/17/24,Y,1,12.3,3.86,5,10.5,4.6,
468,2024-0274-15,2024-0274,15,T,103 - 15,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
469,2024-0231-7,2024-0231,7,T,7 - 7,5/3/24,Y,Y,Y,2,1,8.9,10.3,5,5,Y,Y,Y,N,,6/13/24,Y,Y,Y,1,9.4,2.88,7,10,5.1,,7/12/24,Y,Y,3/18/24,4/1/24,Y,1,10.1,3.18,7,10.6,4.8,,8/15/24,Y,1,10.8,3.16,7,10.5,4.8,,9/17/24,Y,1,11.1,3.07,7,10.5,4.9,
470,2024-0245-10,2024-0245,10,T,25 - 10,5/3/24,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,-,,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
471,2024-0275-8,2024-0275,8,F,105 - 8,5/3/24,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,Y,1,9.5,1.36,3,3.5,2.2,,7/12/24,N,Y,-,6/3/24,Y,2,19.4,2.56,6,11.3,4.7,,8/15/24,Y,1,22.7,3.19,8,11,5.1,,9/17/24,Y,1,23.2,4.59,12,10.9,4.4,
472,2024-0246-7,2024-0246,7,T,27 - 7,5/3/24,Y,Y,Y,2.26,1,12.3,9.6,4.9,5,Y,N,Y,Y,,6/13/24,Y,Y,Y,1,12,2.87,7,9,3.5,,7/12/24,Y,Y,3/18/24,4/1/24,Y,1,11.7,3.77,7,10.9,4.8,,8/15/24,Y,1,12.2,4.18,7,10.6,4.4,,9/17/24,Y,1,12.5,4.92,11,12.1,5.3,
473,2024-0276-9,2024-0276,9,T,107 - 9,5/3/24,Y,Y,Y,2.23,1,12.4,3.3,2,10,Y,Y,Y,Y,,6/13/24,Y,Y,Y,1,16,2.73,13,9.5,4,,7/12/24,Y,Y,4/1/24,4/15/24,Y,1,17.8,2.91,13,9.8,3.9,,8/15/24,Y,1,17.3,3.02,11,9.8,3.8,,9/17/24,Y,1,17.7,3.22,9,9.7,3.6,
474,2024-0275-4,2024-0275,4,F,105 - 4,5/3/24,N,Y,Y,2.68,1,14.8,9.7,4.2,12,Y,N,Y,N,,6/13/24,N,Y,Y,1,21,3.27,14,10,4,,7/12/24,N,Y,-,3/5/24,Y,1,21.2,3.08,0,NA,NA,,8/15/24,Y,1,21.2,3.21,14,5.5,2,Dropped all old leaves and sprouted new ones,9/17/24,Y,1,21,4.24,22,9.3,4.2,
475,2024-0225-5,2024-0225,5,T,1 - 5,5/3/24,Y,Y,Y,2,1,9.9,6.5,4,6,Y,Y,Y,N,Curled leaf measured,6/13/24,Y,Y,Y,1,10,2.8,8,6.5,3.5,,7/12/24,Y,Y,3/25/24,4/15/24,Y,1,8.9,2.97,4,7.8,3.9,,8/15/24,Y,1,9.7,3.44,8,8,3.6,,9/17/24,Y,1,10.2,3.82,15,6.9,3.2,
476,2024-0276-5,2024-0276,5,T,107 - 5,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
477,2024-0253-1,2024-0253,1,T,36 - 1,5/3/24,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,Y,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,Y,N,3/18/24,,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
478,2024-0252-10,2024-0252,10,T,35 - 10,5/3/24,Y,Y,Y,2.51,1,11.8,8.4,4.4,10,Y,Y,Y,Y,,6/13/24,Y,Y,Y,1,13,2.93,8,8.4,4,,7/12/24,Y,Y,3/5/24,3/18/24,Y,DNR,DNR,3.42,DNR,DNR,DNR,,8/15/24,Y,1,12.9,3.71,8,7.8,3.7,,9/17/24,Y,1,14.1,4.72,15,10.2,4.6,
479,2024-0253-14,2024-0253,14,T,36 - 14,5/3/24,N,N,Y,2.03,1,6.8,7.8,4.2,4,Y,Y,Y,N,Curled leaf measured,6/13/24,N,N,Y,1,6.8,2.2,5,7.1,4.2,,7/12/24,N,N,-,,Y,DNR,DNR,1.71,DNR,DNR,DNR,,8/15/24,Y,1,6.5,2.3,10,6.8,4.1,,9/17/24,Y,1,12.4,2.54,14,8.8,4.1,
480,2024-0251-2,2024-0251,2,T,37 - 2,5/3/24,Y,N,Y,2.71,1,5.4,2.8,1.5,5,Y,Y,Y,N,Curled leaf measured,6/13/24,Y,N,Y,1,9.5,2.09,7,6,3,,7/12/24,Y,N,3/18/24,,DNR,DNR,DNR,2.52,DNR,DNR,DNR,,8/15/24,Y,1,9.2,3.29,9,8.5,4.2,,9/17/24,Y,1,11.8,3.83,19,11.3,5.2,
481,2024-0238-9,2024-0238,9,T,16 - 9,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
482,2024-0251-5,2024-0251,5,T,37 - 5,5/3/24,Y,N,Y,1.61,1,6.4,3.8,2.4,2,Y,Y,N,Y,,6/13/24,Y,N,Y,1,8,1.91,4,8,3.5,,7/12/24,Y,Y,3/18/24,4/29/24,Y,1,8.3,2.28,4,8.2,3.6,,8/15/24,Y,1,8.3,2.83,5,8,3.4,,9/17/24,Y,1,11.1,3.64,12,10,5.1,
483,2024-0277-7,2024-0277,7,T,108 - 7,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
484,2024-0248-6,2024-0248,6,T,29 - 6,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
485,2024-0261-6,2024-0261,6,T,49 - 6,5/3/24,Y,Y,Y,1,1,8.9,5.6,3.5,7,Y,Y,Y,Y,Curled leaf measured,6/13/24,Y,Y,Y,1,9,2.67,10,8.5,3.5,,7/12/24,Y,Y,3/11/24,4/15/24,Y,1,9.1,3.36,10,8.3,3.8,,8/15/24,Y,1,9.5,3.7,10,8,3.8,,9/17/24,Y,1,9.8,4.08,12,8.1,3.9,
486,2024-0225-11,2024-0225,11,T,1 - 11,5/3/24,Y,Y,Y,2.79,1,16,5.7,2.5,6,Y,Y,N,N,"Dead stem, resprouting.",6/13/24,Y,Y,Y,1,24,3.7,9,9,4.5,,7/12/24,Y,Y,3/25/24,4/22/24,Y,1,24.1,4.02,9,11.3,4.8,,8/15/24,Y,1,24.5,4.63,9,10.1,4.9,,9/17/24,Y,1,24.2,5.09,16,10.6,5.1,
487,2024-0275-1,2024-0275,1,F,105 - 1,5/3/24,N,Y,Y,1.29,1,8.7,6.7,3.8,6,Y,Y,Y,N,,6/13/24,N,Y,Y,1,11.5,2.1,10,8,3.5,,7/12/24,N,Y,-,4/15/24,Y,1,11.6,2.26,12,8,3.7,,8/15/24,Y,1,11.6,2.85,13,7.9,3.5,,9/17/24,Y,1,14.4,3.25,17,7.5,4,
488,2024-0261-8,2024-0261,8,T,49 - 8,5/3/24,Y,Y,Y,1.81,1,5.4,0.7,0.5,3,Y,Y,Y,N,Many dead leaves.,6/13/24,Y,Y,Y,1,9,2.41,7,10,4.5,,7/12/24,Y,Y,3/18/24,4/22/24,Y,1,8.1,2.88,4,10.4,4.5,,8/15/24,Y,1,8.7,3.62,4,10.5,4.8,,9/17/24,Y,1,8.6,4.19,10,10.3,4.5,
489,2024-0259-8,2024-0259,8,F,45 - 8,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
490,2024-0260-13,2024-0260,13,T,48 - 13,5/3/24,Y,Y,Y,1.09,1,3.8,0.9,0.3,2,Y,Y,Y,N,,6/13/24,Y,Y,Y,1,3,1.16,1,0.5,0.5,,7/12/24,Y,Y,2/20/24,4/15/24,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
491,2024-0269-1,2024-0269,1,T,93 - 1,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
492,2024-0234-5,2024-0234,5,T,10 - 5,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
493,2024-0276-20,2024-0276,20,T,107 - 20,5/3/24,Y,N,Y,1.39,1,6.8,1.8,1.3,4,Y,Y,Y,Y,Curled leaf measured,6/13/24,Y,N,Y,1,12,2.98,10,11,4.5,,7/12/24,Y,Y,3/18/24,4/29/24,Y,1,12.7,3.18,10,11.3,4.7,,8/15/24,Y,1,12.8,3.89,10,11.4,4.9,,9/17/24,Y,2,23.4,3.91,15,11.3,4.9,Measured tallest stem 
494,2024-0226-9,2024-0226,9,T,2 - 9,5/3/24,N,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,N,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,-,,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
495,2024-0239-8,2024-0239,8,T,17 - 8,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
496,2024-0227-2,2024-0227,2,T,3 - 2,5/3/24,N,Y,Y,1.52,1,8.9,7.6,3.9,7,Y,N,Y,Y,,6/13/24,N,Y,Y,1,13,2.25,11,8.1,3.8,,7/12/24,N,Y,-,4/15/24,Y,1,13.6,2.46,11,8.1,3.7,,8/15/24,Y,1,15,3.08,17,8.1,3.8,,9/17/24,Y,1,17.3,3.91,22,11.9,4.1,
497,2024-0257-5,2024-0257,5,T,42 - 5,5/3/24,Y,Y,Y,2.39,1,8.2,8.3,4.8,8,Y,Y,Y,N,,6/13/24,Y,Y,Y,1,8.5,2.64,8,8.5,4,,7/12/24,Y,Y,3/5/24,3/11/24,Y,1,8.2,3.36,8,8.5,4.2,,8/15/24,Y,1,9.1,3.8,8,8.5,4.1,,9/17/24,Y,2,11.7,2.96,14,12.3,6.1,Second stem just sprouted.
498,2024-0245-2,2024-0245,2,T,25 - 2,5/3/24,N,Y,Y,1.22,1,7.6,7.1,4.1,4,Y,Y,Y,N,,6/13/24,N,Y,Y,1,8.5,1.91,7,7,4.2,,7/12/24,N,Y,-,4/8/24,Y,1,9.2,2.11,7,7.2,4,,8/15/24,Y,1,9.7,2.13,9,7.1,4,,9/17/24,Y,1,13.7,2.41,25,10.3,5.4,
499,2024-0248-1,2024-0248,1,T,29 - 1,5/3/24,N,Y,Y,1.68,1,6.5,9,4.3,10,Y,Y,N,Y,,6/13/24,N,Y,Y,1,9,2.52,8,9,4.1,,7/12/24,N,Y,-,2/28/24,Y,1,10,2.71,6,8.1,3.2,,8/15/24,Y,1,10.9,2.88,10,7.4,2.8,Speckling on some leaves,9/17/24,Y,1,13.8,3.61,14,13.5,6,
500,2024-0244-16,2024-0244,16,T,24 - 16,5/3/24,N,Y,Y,0.76,1,3.7,1.2,0.5,3,Y,Y,N,N,,6/13/24,N,Y,Y,1,8.5,1.41,7,7.5,3.5,,7/12/24,N,Y,-,4/22/24,Y,1,8.8,1.67,8,7.1,3.4,,8/15/24,Y,1,11,2.12,13,7.2,3.5,,9/17/24,Y,1,21.4,2.88,18,12.2,5.1,
501,2024-0263-4,2024-0263,4,T,53 - 4,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,-,,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
502,2024-0254-8,2024-0254,8,F,38 - 8,5/3/24,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,Y,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,Y,N,3/5/24,,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
503,2024-0226-7,2024-0226,7,T,2 - 7,5/3/24,N,N,Y,0.9,1,1.1,NA,NA,0,Y,N,Y,N,"Dead stem, resprouting.",6/13/24,N,N,Y,1,3.5,0.71,4,3,1.5,,7/12/24,N,Y,-,5/6/24,Y,1,5.3,0.95,7,4.5,2.3,,8/15/24,Y,1,10.6,1.7,15,7.7,3.5,,9/17/24,Y,1,12.5,2.91,19,10.2,4.6,
504,2024-0225-6,2024-0225,6,T,1 - 6,5/3/24,Y,N,Y,1.52,1,2.8,NA,NA,0,Y,N,Y,N,"Dead stem, resprouting.",6/13/24,Y,N,Y,1,6.5,1.69,3,2.5,1,,7/12/24,Y,Y,4/1/24,4/29/24,Y,1,8.1,1.66,8,3.6,1.8,,8/15/24,Y,1,8.4,2.3,8,12.1,5,,9/17/24,Y,1,8.2,3.2,8,12.2,4.9,
505,2024-0274-3,2024-0274,3,T,103 - 3,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
506,2024-0261-2,2024-0261,2,T,49 - 2,5/3/24,Y,Y,Y,2.68,1,9.9,8.1,4.2,5,Y,Y,N,Y,Curled leaf measured,6/13/24,Y,Y,Y,1,10.4,4.06,6,7.4,4,,7/12/24,Y,Y,2/6/24,4/1/24,Y,1,10,3.38,6,8.7,3.8,,8/15/24,Y,1,10.7,4.23,11,8.5,3.8,,9/17/24,Y,1,10.7,5.03,16,10.6,5,
507,2024-0225-1,2024-0225,1,T,1 - 1,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
508,2024-0256-15,2024-0256,15,T,41 - 15,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
509,2024-0237-13,2024-0237,13,T,13 - 13,5/3/24,Y,N,Y,1.87,1,4.8,NA,NA,0,Y,N,N,N,All leaves dead but budding.,6/13/24,Y,N,Y,1,4,1.7,0,NA,NA,,7/12/24,Y,Y,3/18/24,5/6/24,Y,1,5,1.16,0,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
510,2024-0275-9,2024-0275,9,F,105 - 9,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,Y,1,13.2,1.57,8,8.5,3.7,,7/12/24,N,Y,-,5/20/24,Y,1,15.4,2.49,10,8.5,4,,8/15/24,Y,1,17.5,3.36,17,8.6,3.8,,9/17/24,Y,1,20.5,3.85,19,9.1,3.9,
511,2024-0245-3,2024-0245,3,T,25 - 3,5/3/24,N,N,Y,1.01,3,6.6,4.6,2.4,4,Y,Y,N,N,,6/13/24,N,N,Y,1,11,2.37,9,7.5,3,,7/12/24,N,Y,-,4/29/24,Y,1,11,2.16,9,7.4,2.8,,8/15/24,Y,1,11.2,2.48,9,7.7,2.9,,9/17/24,Y,1,16.3,2.91,28,9.7,3.8,
512,2024-0226-11,2024-0226,11,T,2 - 11,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,-,,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
513,2024-0244-5,2024-0244,5,T,24 - 5,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,,,NA,NA,NA,NA,NA,NA,NA,,8/15/24,NA,NA,NA,NA,NA,NA,NA,,9/17/24,NA,NA,NA,NA,NA,NA,NA,
514,2024-0252-3,2024-0252,3,T,35 - 3,5/3/24,Y,N,Y,2.35,1,11,8.9,4.3,6,Y,Y,Y,N,Curled leaf measured,6/13/24,Y,N,Y,1,11,2.69,7,8,4,,7/12/24,Y,Y,3/18/24,5/6/24,Y,1,11.5,2.87,7,9.1,4.7,,8/15/24,Y,1,11.5,2.95,18,9.1,4.9,,9/17/24,Y,1,11.2,4.3,21,12.3,5.4,
515,2024-0256-6,2024-0256,6,T,41 - 6,5/3/24,Y,Y,Y,2.12,1,8.8,9.3,5,8,Y,N,Y,N,,6/13/24,Y,Y,Y,1,8.5,2.73,9,9,4.5,,7/12/24,Y,Y,2/28/24,3/5/24,Y,1,8.4,2.9,9,9,4.4,,8/15/24,Y,1,8.6,2.91,9,8.9,4.5,,9/17/24,Y,1,8.8,3.58,18,11.9,5,
516,2024-0231-6,2024-0231,6,T,7 - 6,5/3/24,Y,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,Y,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,Y,N,1/30/24,,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
517,2024-0257-4,2024-0257,4,T,42 - 4,5/3/24,Y,Y,Y,2.02,1,10.2,9.9,4.4,8,Y,N,Y,Y,Curled leaf measured,6/13/24,Y,Y,Y,1,10,2.66,10,8,3,,7/12/24,Y,Y,3/5/24,4/1/24,Y,1,10.7,3.36,10,10.8,3.7,,8/15/24,Y,1,10.8,3.5,13,10.1,3.8,,9/17/24,Y,1,12.3,4.2,19,13.7,5.8,
518,2024-0250-12,2024-0250,12,T,31 - 12,5/3/24,Y,Y,Y,2.16,1,10.4,7.9,4.6,7,Y,N,Y,Y,,6/13/24,Y,Y,Y,1,11.5,2.75,8,7.5,4.5,,7/12/24,Y,Y,3/11/24,4/15/24,Y,1,12,3.09,8,7.9,4.3,,8/15/24,Y,1,12.3,3.47,8,7.4,4.3,,9/17/24,Y,1,12,4.06,15,15.4,7.2,
519,2024-0243-2,2024-0243,2,T,23 - 2,5/3/24,Y,Y,Y,2.17,1,8.9,7.1,4.1,4,Y,Y,N,N,Curled leaf measured,6/13/24,Y,Y,Y,1,12.5,3.18,7,8,4,,7/12/24,Y,Y,3/18/24,4/8/24,Y,1,12.7,3.8,7,9,4.3,,8/15/24,Y,1,12.9,3.69,6,8.6,4.3,,9/17/24,Y,1,13.1,4.48,14,8.4,4.4,
520,2024-0256-8,2024-0256,8,T,41 - 8,5/3/24,Y,Y,Y,2.55,1,7.4,7,3,4,Y,N,Y,N,Curled leaf measured,6/13/24,Y,Y,Y,1,9.5,2.2,6,8,3.5,,7/12/24,Y,Y,3/18/24,4/15/24,Y,1,9.4,2.69,6,7.7,3.8,,8/15/24,Y,1,9.2,3.33,9,8.1,3.8,,9/17/24,Y,1,9.7,4.02,12,10.3,4.9,
521,2024-0239-14,2024-0239,14,T,17 - 14,5/3/24,Y,N,Y,2,1,3.5,0.7,0.3,1,Y,Y,N,N,,6/13/24,Y,N,Y,1,5,1.85,2,1.5,1,,7/12/24,Y,Y,3/18/24,4/29/24,Y,1,6.7,1.82,8,4,1.8,,8/15/24,Y,1,7.7,2.21,12,3.8,1.7,,9/17/24,Y,1,8.3,2.74,13,6.4,2.8,
522,2024-0276-10,2024-0276,10,T,107 - 10,5/3/24,Y,N,Y,2.54,1,3.9,NA,NA,0,Y,Y,N,N,,6/13/24,Y,N,Y,1,4,2.68,0,NA,NA,,7/12/24,Y,Y,3/25/24,5/6/24,Y,3,3.6,1.98,0,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
523,2024-0241-8,2024-0241,8,T,19 - 8,5/3/24,Y,Y,Y,2.36,1,10.3,3.4,1.9,6,Y,Y,N,N,,6/13/24,Y,Y,Y,1,12,3.21,9,11,5,,7/12/24,Y,Y,3/25/24,4/22/24,Y,1,12.4,4.15,9,11.4,5.1,,8/15/24,Y,1,12.8,4.88,9,11.2,5,,9/17/24,Y,1,13.2,2.98,9,10.5,4.7,
524,2024-0276-3,2024-0276,3,T,107 - 3,5/3/24,Y,Y,Y,1.98,1,10.4,8.5,4.1,6,Y,Y,Y,Y,Curled leaf measured,6/13/24,Y,Y,Y,1,10.5,3.26,7,9,3,,7/12/24,Y,Y,3/18/24,3/25/24,Y,1,10.3,2.6,7,10.3,4.4,,8/15/24,Y,1,10.9,3.35,7,10.6,4.7,,9/17/24,Y,1,10.5,3.16,19,9,4.2,
525,2024-0230-2,2024-0230,2,F,6 - 2,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,NA,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,-,,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
526,2024-0264-8,2024-0264,8,T,61 - 8,5/3/24,N,N,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,6/13/24,N,N,N,NA,NA,NA,NA,NA,NA,,7/12/24,N,N,-,,N ,NA,NA,NA,NA,NA,NA,,8/15/24,N ,NA,NA,NA,NA,NA,NA,,9/17/24,N,NA,NA,NA,NA,NA,NA,
